acc_no,wrng_mode_cd,span,wire_knd_cd,wire_spec_cd,wire_lico,newi_knd_cd,newi_spec_cd
477420213492,13,55,AO,35.0,1,AL,95.0
477420213492,13,32,AO,35.0,1,AL,95.0
477420213492,13,47,AO,35.0,1,AL,95.0
477420213493,13,48,OW,22.0,1,WO,22.0
477420213493,43,21,OW,22.0,3,WO,22.0
477420213494,13,44,C2,25.0,1,ZZ,0.0
477420213494,13,50,C2,25.0,1,ZZ,0.0
477420213494,13,43,AO,35.0,1,AL,32.0
477420213494,13,44,AO,35.0,1,AL,32.0
477420213494,13,30,AO,35.0,1,AL,32.0
477420213501,13,46,AO,35.0,1,AL,58.0
477420213501,13,58,AO,35.0,1,AL,58.0
477420213501,13,53,AO,35.0,1,AL,58.0
477420213501,13,42,AO,35.0,1,AL,58.0
477420213501,13,37,AO,35.0,1,AL,58.0
477420213505,13,52,AO,35.0,1,AL,32.0
477420213506,43,57,AO,35.0,3,AL,32.0
477420213507,43,48,C4,25.0,1,ZZ,0.0
477420213507,43,11,C4,25.0,1,ZZ,0.0
477420213507,43,48,C4,25.0,1,ZZ,0.0
477420213507,43,52,C4,25.0,1,ZZ,0.0
477420213507,43,42,C4,25.0,1,ZZ,0.0
477420213510,13,24,OW,22.0,1,WO,22.0
477420213511,13,45,OW,22.0,1,WO,22.0
477420213514,13,60,C2,25.0,1,ZZ,0.0
477420213514,13,38,D2,3.2,1,ZZ,0.0
477420213518,13,54,OW,22.0,1,AL,58.0
477420213518,13,35,C2,25.0,1,ZZ,0.0
477420213518,13,39,C2,25.0,1,ZZ,0.0
477420213519,13,50,C2,25.0,1,ZZ,0.0
477420213519,13,34,C2,25.0,1,ZZ,0.0
477420213519,13,43,C2,25.0,1,ZZ,0.0
477420213522,43,35,AO,35.0,3,AL,32.0
477420213527,13,38,C2,25.0,1,ZZ,0.0
477420213528,13,29,OW,22.0,1,WO,22.0
477420213530,13,44,C2,25.0,1,ZZ,0.0
477420213532,13,26,OW,22.0,1,WO,22.0
477420213532,13,49,OW,22.0,1,WO,22.0
477420213538,13,18,AO,35.0,1,AL,32.0
477420213539,13,51,AO,35.0,1,AL,32.0
477420213540,13,20,AO,35.0,1,AL,32.0
477420213543,13,46,AO,35.0,1,AL,95.0
477420213543,13,40,AO,35.0,1,AL,32.0
477420213543,13,41,AO,35.0,1,AL,32.0
477420213543,13,53,AO,35.0,1,AL,32.0
477420213543,13,47,AO,35.0,1,AL,95.0
477420213543,13,48,AO,35.0,1,AL,32.0
477420213544,43,67,C4,25.0,1,ZZ,0.0
477420213544,43,23,C4,25.0,1,ZZ,0.0
477420213544,43,50,C4,25.0,1,ZZ,0.0
477420213553,13,43,OW,22.0,1,OW,22.0
477420213553,43,23,OW,22.0,3,WO,22.0
477420213557,13,59,AO,35.0,1,AL,32.0
477420213557,13,53,C2,25.0,1,ZZ,0.0
477420213561,13,57,AO,35.0,1,AL,32.0
477420213562,13,47,AO,35.0,1,AL,58.0
477420213562,13,13,AO,35.0,1,AL,32.0
477420213562,13,62,AO,35.0,1,AL,58.0
477420213562,13,33,AO,35.0,1,AL,58.0
477420213572,13,35,C2,25.0,1,ZZ,0.0
477420213572,13,35,C2,25.0,1,ZZ,0.0
477420213572,13,45,C2,25.0,1,ZZ,0.0
477420213574,43,28,OW,22.0,3,WO,22.0
477420213574,43,44,C4,25.0,1,ZZ,0.0
477420213577,13,77,AO,35.0,1,AL,32.0
477420213577,13,43,AO,35.0,1,AL,32.0
477420213577,13,55,AO,35.0,1,AL,95.0
477420213577,13,53,AO,35.0,1,AL,95.0
477420213578,43,29,C4,25.0,1,ZZ,0.0
477420213578,43,68,OW,22.0,3,WO,22.0
477420213579,43,45,AO,35.0,3,AL,32.0
477420213579,43,51,C4,25.0,1,ZZ,0.0
477420213580,13,55,C2,25.0,1,ZZ,0.0
477420213580,13,46,C2,25.0,1,ZZ,0.0
477420213580,13,57,C2,25.0,1,ZZ,0.0
477420213580,13,42,C2,25.0,1,ZZ,0.0
477420213580,13,33,C2,25.0,1,ZZ,0.0
477420213588,13,23,C2,25.0,1,ZZ,0.0
477420213589,13,39,AO,35.0,1,AL,32.0
477420213589,13,48,C2,25.0,1,ZZ,0.0
477420213589,13,45,C2,25.0,1,ZZ,0.0
477420213589,13,40,C2,25.0,1,ZZ,0.0
477420213589,13,39,AO,35.0,1,AL,58.0
477420213593,43,36,OW,22.0,3,WO,22.0
477420213595,13,56,AO,35.0,1,AL,32.0
477420213595,13,52,AO,35.0,1,AL,32.0
477420213595,13,48,AO,35.0,1,AL,32.0
477420213597,43,42,C4,25.0,1,ZZ,0.0
477420213597,43,13,C4,25.0,1,ZZ,0.0
477420213602,13,38,AO,35.0,1,AL,32.0
477420213612,13,42,OW,22.0,1,AL,58.0
477420213612,13,44,OW,22.0,1,AL,58.0
477420213612,13,52,OW,22.0,1,WO,22.0
477420213612,13,40,OW,22.0,1,WO,22.0
477420213612,13,42,OW,22.0,1,WO,22.0
477420213612,13,46,OW,22.0,1,AL,58.0
477420213622,13,37,AO,35.0,1,AL,32.0
477420213632,13,44,AO,35.0,1,AL,32.0
477420213632,13,39,AO,35.0,1,AL,32.0
477420213632,13,40,AO,35.0,1,AL,32.0
477420213638,13,36,C2,25.0,1,ZZ,0.0
477420213638,13,42,AO,35.0,1,AL,32.0
477420213649,13,40,C2,25.0,1,ZZ,0.0
477420213649,13,74,AO,35.0,1,AL,32.0
477420213649,13,28,AO,35.0,1,AL,32.0
477420213649,13,55,AO,35.0,1,AL,32.0
477420213649,13,58,AO,35.0,1,AL,32.0
477420213650,13,34,C2,25.0,1,ZZ,0.0
477420213652,13,46,AO,35.0,1,AL,32.0
477420213652,13,52,AO,35.0,1,AL,32.0
477420213654,13,32,AO,35.0,1,AL,32.0
477420213654,13,41,AO,35.0,1,AL,32.0
477420213656,13,39,C2,25.0,1,ZZ,0.0
477420213656,13,32,C2,25.0,1,ZZ,0.0
477420213657,13,42,D2,3.2,1,ZZ,0.0
477420213661,43,51,C4,25.0,1,ZZ,0.0
477420213662,13,55,AO,35.0,1,AL,58.0
477420213663,13,30,OW,22.0,1,WO,22.0
477420213664,13,30,OW,22.0,1,WO,22.0
477420213667,13,47,C2,25.0,1,ZZ,0.0
477420213667,13,31,C2,25.0,1,ZZ,0.0
477420213667,13,32,C2,25.0,1,ZZ,0.0
477420213667,13,46,C2,25.0,1,ZZ,0.0
477420213667,13,40,C2,25.0,1,ZZ,0.0
477420213676,43,41,C4,25.0,1,ZZ,0.0
477420213679,13,55,AO,35.0,1,AL,95.0
477420213679,13,55,AO,35.0,1,AL,95.0
477420213679,13,18,AO,35.0,1,AL,32.0
477420213680,43,14,C4,25.0,1,ZZ,0.0
477420213680,43,17,OW,22.0,3,WO,22.0
477420213680,43,52,C4,25.0,1,ZZ,0.0
477420213702,13,14,OW,22.0,1,WO,22.0
477420213711,13,21,OW,22.0,1,WO,22.0
477420213712,13,23,OW,22.0,1,WO,22.0
477420213712,13,34,C2,25.0,1,ZZ,0.0
477420213714,13,33,OW,22.0,1,WO,22.0
477420213722,13,29,OW,22.0,1,WO,22.0
477420213723,13,40,C2,25.0,1,ZZ,0.0
477420213723,13,38,C2,25.0,1,ZZ,0.0
477420213724,13,24,C2,25.0,1,ZZ,0.0
477420213725,13,41,OW,22.0,1,WO,22.0
477420213725,13,33,OW,22.0,1,WO,22.0
477420213727,13,40,AO,35.0,1,AL,32.0
477420213732,13,27,C2,25.0,1,ZZ,0.0
477420213745,13,21,AO,35.0,1,AL,32.0
477420213754,13,24,AO,35.0,1,AL,32.0
477420213755,13,21,D2,3.2,1,ZZ,0.0
477420213764,13,29,AO,35.0,1,AL,32.0
477420213765,13,27,AO,35.0,1,AL,32.0
477420213766,13,30,AO,35.0,1,AL,32.0
477420213767,13,34,OW,22.0,1,WO,22.0
477420213770,13,30,C2,25.0,1,ZZ,0.0
477420213771,13,24,C2,25.0,1,ZZ,0.0
477420213775,13,31,OW,22.0,1,WO,22.0
477420213777,13,24,C2,25.0,1,ZZ,0.0
477420213777,13,38,C2,25.0,1,ZZ,0.0
477420213778,13,38,OW,22.0,1,WO,22.0
477420213778,13,16,OW,22.0,1,WO,22.0
477420213778,13,31,OW,22.0,1,WO,22.0
477420213780,13,37,AO,35.0,1,AL,32.0
477420213780,13,41,AO,35.0,1,AL,32.0
477420213784,13,32,AO,35.0,1,AL,32.0
477420213785,13,37,AO,35.0,1,AL,32.0
477420213786,13,60,AO,35.0,1,AL,58.0
477420213786,13,8,D2,3.2,1,ZZ,0.0
477420213792,13,16,C2,25.0,1,ZZ,0.0
477420213798,43,43,C4,25.0,1,ZZ,0.0
477420213798,43,36,C4,25.0,1,ZZ,0.0
477420213798,43,45,C4,25.0,1,ZZ,0.0
477420213798,43,54,C4,25.0,1,ZZ,0.0
477420213798,43,66,C4,25.0,1,ZZ,0.0
477420213799,13,34,OW,22.0,1,WO,22.0
477420213800,13,31,C2,25.0,1,ZZ,0.0
477420213801,13,52,AO,35.0,1,AL,32.0
477420213801,13,53,AO,35.0,1,AL,32.0
477420213808,13,23,C2,25.0,1,ZZ,0.0
477420213814,13,13,AO,35.0,1,AL,32.0
477420213814,13,41,AO,35.0,1,AL,32.0
477420213814,13,34,AO,35.0,1,AL,32.0
477420213817,13,52,OW,22.0,1,WO,22.0
477420213817,13,34,OW,22.0,1,WO,22.0
477420213821,13,25,OW,22.0,1,WO,22.0
477420213822,13,55,AO,35.0,1,AL,32.0
477420213822,13,42,AO,35.0,1,AL,32.0
477420213822,13,44,C2,25.0,1,ZZ,0.0
477420213824,13,24,C2,25.0,1,ZZ,0.0
477420213825,13,14,OW,22.0,1,WO,22.0
477420213827,13,43,AO,35.0,1,AL,32.0
477420213827,13,55,C2,25.0,1,ZZ,0.0
477420213827,13,44,AO,35.0,1,AL,58.0
477420213827,13,45,AO,35.0,1,AL,58.0
477420213827,13,48,AO,35.0,1,AL,58.0
477420213831,13,45,C2,25.0,1,ZZ,0.0
477420213834,43,20,AO,35.0,3,AL,32.0
477420213834,43,43,AO,35.0,3,AL,32.0
477420213838,43,38,AO,35.0,3,AL,58.0
477420213838,43,49,AO,35.0,3,AL,58.0
477420213838,43,50,AO,35.0,3,AL,32.0
477420213839,43,40,AO,35.0,3,AL,32.0
477420213839,43,60,AO,35.0,3,AL,32.0
477420213839,43,47,AO,35.0,3,AL,32.0
477420213839,43,32,OW,22.0,3,WO,22.0
477420213840,13,57,C2,25.0,1,ZZ,0.0
477420213842,13,37,AO,35.0,1,AL,32.0
477420213843,13,63,AO,35.0,1,AL,58.0
477420213843,13,37,AO,35.0,1,AL,32.0
477420213843,13,65,AO,35.0,1,AL,58.0
477420213843,13,56,AO,35.0,1,AL,58.0
477420213844,13,45,C2,25.0,1,ZZ,0.0
477420213844,13,36,C2,25.0,1,ZZ,0.0
477420213844,13,48,C2,25.0,1,ZZ,0.0
477420213844,13,37,AO,35.0,1,AL,32.0
477420213844,13,45,AO,35.0,1,AL,32.0
477420213855,13,41,AO,35.0,1,AL,32.0
477420213855,13,20,AO,35.0,1,AL,32.0
477420213856,13,39,C2,25.0,1,ZZ,0.0
477420213856,13,30,C2,25.0,1,ZZ,0.0
477420213856,13,38,C2,25.0,1,ZZ,0.0
477420213856,13,28,C2,25.0,1,ZZ,0.0
477420213857,13,21,C2,25.0,1,ZZ,0.0
477420213857,13,31,C2,25.0,1,ZZ,0.0
477420213857,13,40,C2,25.0,1,ZZ,0.0
477420213858,13,20,OW,22.0,1,AL,95.0
477420213858,13,11,OW,22.0,1,WO,22.0
477420213861,13,36,AO,35.0,1,AL,32.0
477420213861,13,31,AO,35.0,1,AL,32.0
477420213866,13,26,AO,35.0,1,AL,32.0
477420213876,13,55,C2,25.0,1,ZZ,0.0
477420213876,13,51,C2,25.0,1,ZZ,0.0
477420213876,13,47,C2,25.0,1,ZZ,0.0
477420213876,13,46,C2,25.0,1,ZZ,0.0
477420213877,13,43,C2,25.0,1,ZZ,0.0
477420213877,13,14,OW,22.0,1,WO,22.0
477420213878,13,34,C2,25.0,1,ZZ,0.0
477420213878,13,50,C2,25.0,1,ZZ,0.0
477420213878,13,49,C2,25.0,1,ZZ,0.0
477420213878,13,37,C2,25.0,1,ZZ,0.0
477420213878,13,50,C2,25.0,1,ZZ,0.0
477420213883,43,39,AO,35.0,3,AL,32.0
477420213883,43,47,AO,35.0,3,AL,95.0
477420213883,43,58,AO,35.0,3,AL,32.0
477420213886,13,47,OW,22.0,1,WO,22.0
477420213886,13,20,OW,22.0,1,WO,22.0
477420213902,13,42,AO,35.0,1,AL,32.0
477420213902,13,34,AO,35.0,1,AL,32.0
477420213902,13,58,AO,35.0,1,AL,32.0
477420213908,13,37,C2,25.0,1,ZZ,0.0
477420213909,13,34,C2,25.0,1,ZZ,0.0
477420213909,13,30,C2,25.0,1,ZZ,0.0
477420213909,13,66,AO,35.0,1,AL,32.0
477420213910,13,54,C2,25.0,1,ZZ,0.0
477420213910,13,32,C2,25.0,1,ZZ,0.0
477420213910,13,45,C2,25.0,1,ZZ,0.0
477420213917,13,27,AO,35.0,1,AL,32.0
477420213917,13,25,AO,35.0,1,AL,32.0
477420213918,13,24,C2,25.0,1,ZZ,0.0
477420213918,13,18,C2,25.0,1,ZZ,0.0
477420213918,13,23,C2,25.0,1,ZZ,0.0
477420213923,13,38,C2,25.0,1,ZZ,0.0
477420213923,13,42,C2,25.0,1,ZZ,0.0
477420213923,13,42,C2,25.0,1,ZZ,0.0
477420213923,13,42,C2,25.0,1,ZZ,0.0
477420213923,13,27,AO,35.0,1,AL,32.0
477420213923,13,55,AO,35.0,1,AL,32.0
477420213926,13,26,OW,22.0,1,WO,22.0
477420213929,13,44,AO,35.0,1,AL,58.0
477420213929,13,37,AO,35.0,1,AL,58.0
477420213929,13,52,AO,35.0,1,AL,58.0
477420213929,13,55,AO,35.0,1,AL,58.0
477420213933,13,21,AO,35.0,1,AL,32.0
477420213943,13,30,C2,25.0,1,ZZ,0.0
477420213943,13,35,C2,25.0,1,ZZ,0.0
477420213943,13,15,C2,25.0,1,ZZ,0.0
477420213943,13,33,C2,25.0,1,ZZ,0.0
477420213943,13,40,C2,25.0,1,ZZ,0.0
477420213943,13,35,C2,25.0,1,ZZ,0.0
477420213943,13,22,C2,25.0,1,ZZ,0.0
477420213957,13,18,AO,35.0,1,AL,32.0
477420213959,13,56,AO,35.0,1,AL,32.0
477420213990,43,29,AO,35.0,3,AL,32.0
477420213990,43,37,AO,35.0,3,AL,32.0
477420213991,13,16,AO,35.0,1,AL,32.0
477420213991,13,18,C2,25.0,1,ZZ,0.0
477420213992,13,35,OW,22.0,1,WO,22.0
477420213993,13,35,C2,25.0,1,ZZ,0.0
477420213993,13,42,C2,25.0,1,ZZ,0.0
477420213993,13,39,C2,25.0,1,ZZ,0.0
477420213993,13,27,C2,25.0,1,ZZ,0.0
477420213993,13,40,C2,25.0,1,ZZ,0.0
477420214000,13,42,AO,35.0,1,AL,32.0
477420214013,13,143,AO,35.0,1,AL,32.0
477420214013,13,59,OW,22.0,1,WO,22.0
477420214013,13,50,OW,22.0,1,WO,22.0
477420214014,13,27,AO,35.0,1,AL,32.0
477420214027,13,26,OW,22.0,1,WO,22.0
477420214027,13,25,OW,22.0,1,WO,22.0
477420214028,13,30,OW,22.0,1,WO,22.0
477420214029,13,48,AO,35.0,1,AL,32.0
477420214030,13,45,D2,3.2,1,ZZ,0.0
477420214033,13,21,AO,35.0,1,AL,32.0
477420214034,13,22,OW,22.0,1,WO,22.0
477420214035,13,47,OW,22.0,1,WO,22.0
477420214037,13,31,AO,35.0,1,AL,32.0
477420214044,13,57,OW,22.0,1,WO,22.0
477420214044,13,37,OW,22.0,1,WO,22.0
477420214045,43,38,C4,25.0,1,ZZ,0.0
477420214045,43,41,C4,25.0,1,ZZ,0.0
477420214045,43,46,C4,25.0,1,ZZ,0.0
477420214046,13,51,AO,35.0,1,AL,58.0
477420214046,13,39,C2,25.0,1,ZZ,0.0
477420214046,13,39,AO,35.0,1,AL,58.0
477420214046,13,55,AO,35.0,1,AL,58.0
477420214046,13,38,C2,25.0,1,ZZ,0.0
477420214059,13,33,C2,25.0,1,ZZ,0.0
477420214059,13,36,AO,35.0,1,AL,32.0
477420214059,13,34,C2,25.0,1,ZZ,0.0
477420214059,13,38,C2,25.0,1,ZZ,0.0
477420214060,13,41,AO,35.0,1,AL,32.0
477420214060,13,40,AO,35.0,1,AL,32.0
477420214060,13,32,AO,35.0,1,AL,32.0
477420214065,13,29,AO,35.0,1,AL,32.0
477420214065,13,41,AO,35.0,1,AL,32.0
477420214065,13,41,AO,35.0,1,AL,32.0
477420214065,13,39,AO,35.0,1,AL,32.0
477420214071,13,53,AO,35.0,1,AL,58.0
477420214071,13,52,AO,35.0,1,AL,58.0
477420214071,13,27,OW,22.0,1,WO,22.0
477420214071,43,21,C4,25.0,1,ZZ,0.0
477420214072,13,36,C2,25.0,1,ZZ,0.0
477420214072,13,52,C2,25.0,1,ZZ,0.0
477420214072,13,43,C2,25.0,1,ZZ,0.0
477420214072,13,54,C2,25.0,1,ZZ,0.0
477420214076,13,53,C2,25.0,1,ZZ,0.0
477420214076,13,29,C2,25.0,1,ZZ,0.0
477420214076,13,46,C2,25.0,1,ZZ,0.0
477420214076,13,34,C2,25.0,1,ZZ,0.0
477420214076,13,49,C2,25.0,1,ZZ,0.0
477420214076,13,24,C2,25.0,1,ZZ,0.0
477420214076,13,53,C2,25.0,1,ZZ,0.0
477420214076,13,31,C2,25.0,1,ZZ,0.0
477420214091,43,50,AO,35.0,3,AL,32.0
477420214101,13,50,OW,22.0,1,AL,95.0
477420214101,13,19,C2,25.0,1,ZZ,0.0
477420214101,13,17,C2,25.0,1,ZZ,0.0
477420214101,13,47,OW,22.0,1,AL,95.0
477420214101,13,43,OW,22.0,1,AL,95.0
477420214101,13,45,OW,22.0,1,AL,95.0
477420214101,13,49,OW,22.0,1,AL,95.0
477420214102,13,32,C2,25.0,1,ZZ,0.0
477420214103,13,31,C2,25.0,1,ZZ,0.0
477420214103,13,41,C2,25.0,1,ZZ,0.0
477420214103,13,50,C2,25.0,1,ZZ,0.0
477420214103,13,33,C2,25.0,1,ZZ,0.0
477420214108,13,20,AO,35.0,1,AL,32.0
477420214109,13,55,AO,35.0,1,AL,32.0
477420214111,13,39,AO,35.0,1,AL,58.0
477420214111,13,19,AO,35.0,1,AL,32.0
477420214119,13,38,OW,22.0,1,WO,22.0
477420214122,13,36,C2,25.0,1,ZZ,0.0
477420214132,13,28,AO,35.0,1,AL,32.0
477420214135,13,40,C2,25.0,1,ZZ,0.0
477420214136,13,43,AO,35.0,1,AL,32.0
477420214136,13,39,AO,35.0,1,AL,32.0
477420214136,13,37,AO,35.0,1,AL,32.0
477420214137,13,33,OW,22.0,1,WO,22.0
477420214150,43,35,OC,32.0,1,AL,32.0
477420214154,13,43,C2,25.0,1,ZZ,0.0
477420214154,13,49,C2,25.0,1,ZZ,0.0
477420214154,13,51,C2,25.0,1,ZZ,0.0
477420214154,13,43,C2,25.0,1,ZZ,0.0
477420214154,13,34,C2,25.0,1,ZZ,0.0
477420214154,13,57,C2,25.0,1,ZZ,0.0
477420214155,13,54,C2,25.0,1,ZZ,0.0
477420214155,13,56,C2,25.0,1,ZZ,0.0
477420214157,13,42,AO,35.0,1,AL,32.0
477420214157,13,46,AO,35.0,1,AL,32.0
477420214157,13,50,AO,35.0,1,AL,32.0
477420214157,13,43,AO,35.0,1,AL,32.0
477420214164,13,40,AO,35.0,1,AL,32.0
477420214176,13,51,OW,22.0,1,WO,22.0
477420214176,13,47,OW,22.0,1,WO,22.0
477420214177,13,33,AO,35.0,1,AL,95.0
477420214177,13,17,AO,35.0,1,AL,95.0
477420214177,13,37,AO,35.0,1,AL,32.0
477420214177,13,54,AO,35.0,1,AL,32.0
477420214177,13,39,AO,35.0,1,AL,95.0
477420214177,13,44,C2,25.0,1,ZZ,0.0
477420214177,13,20,C2,25.0,1,ZZ,0.0
477420214177,13,39,AO,35.0,1,AL,32.0
477420214177,13,37,AO,35.0,1,AL,32.0
477420214177,13,53,C2,25.0,1,ZZ,0.0
477420214178,13,35,AO,35.0,1,AL,32.0
477420214179,13,26,OW,22.0,1,WO,22.0
477420214182,13,38,AO,35.0,1,AL,32.0
477420214183,13,22,AO,35.0,1,AL,32.0
477420214183,13,22,AO,35.0,1,AL,32.0
477420214185,13,54,AO,35.0,1,AL,32.0
477420214200,13,15,OW,22.0,1,WO,22.0
477420214201,13,30,OW,22.0,1,WO,22.0
477420214201,13,54,OW,22.0,1,WO,22.0
477420214201,13,28,OW,22.0,1,AL,58.0
477420214201,13,36,OW,22.0,1,AL,58.0
477420214203,13,39,AO,35.0,1,AL,32.0
477420223004,13,28,C2,25.0,1,ZZ,0.0
477420223004,13,48,C2,25.0,1,ZZ,0.0
477420223004,13,44,C2,25.0,1,ZZ,0.0
477420223005,13,44,OW,22.0,1,AL,95.0
477420223005,13,36,OW,22.0,1,WO,22.0
477420223005,13,46,OW,22.0,1,WO,22.0
477420223006,13,27,C2,25.0,1,ZZ,0.0
477420223006,13,59,C2,25.0,1,ZZ,0.0
477420223006,13,23,C2,25.0,1,ZZ,0.0
477420223006,13,52,C2,25.0,1,ZZ,0.0
477420223006,13,51,C2,25.0,1,ZZ,0.0
477420223006,13,44,C2,25.0,1,ZZ,0.0
477420223006,13,45,C2,25.0,1,ZZ,0.0
477420223007,13,63,AO,35.0,1,AL,32.0
477420223007,13,66,AO,35.0,1,AL,32.0
477420223007,13,35,AO,35.0,1,AL,32.0
477420223019,13,25,C2,25.0,1,ZZ,0.0
477420223019,13,25,C2,25.0,1,ZZ,0.0
477420223019,13,56,AO,35.0,1,AL,95.0
477420223019,13,44,C2,25.0,1,ZZ,0.0
477420223019,13,30,C2,25.0,1,ZZ,0.0
477420223019,13,24,C2,25.0,1,ZZ,0.0
477420223024,13,58,OW,22.0,1,AL,95.0
477420223024,13,51,OW,22.0,1,AL,58.0
477420223024,13,57,OW,22.0,1,AL,58.0
477420223024,13,43,OW,22.0,1,AL,58.0
477420223025,13,55,AO,35.0,1,AL,32.0
477420223026,13,21,AO,35.0,1,AL,32.0
477420223033,13,53,OW,22.0,1,WO,22.0
477420223033,13,27,C2,25.0,1,ZZ,0.0
477420223033,13,39,C2,25.0,1,ZZ,0.0
477420223034,13,146,AO,35.0,1,AL,32.0
477420223034,13,54,AO,35.0,1,AL,32.0
477420223035,13,29,AO,35.0,1,AL,32.0
477420223035,13,35,AO,35.0,1,AL,32.0
477420223043,43,60,AO,35.0,3,AL,58.0
477420223043,43,38,AO,35.0,3,AL,58.0
477420223043,43,45,AO,35.0,3,AL,58.0
477420223043,43,35,AO,35.0,3,AL,58.0
477420223043,43,30,C4,25.0,1,ZZ,0.0
477420223050,13,28,AO,35.0,1,AL,32.0
477420223050,13,41,AO,35.0,1,AL,32.0
477420223051,13,7,AO,35.0,1,AL,32.0
477420223051,13,59,AO,35.0,1,AL,32.0
477420223051,13,76,AO,35.0,1,AL,32.0
477420223051,13,47,AO,35.0,1,AL,32.0
477420223057,13,54,C2,25.0,1,ZZ,0.0
477420223057,13,54,C2,25.0,1,ZZ,0.0
477420223058,43,68,OW,22.0,3,AL,95.0
477420223058,43,13,OW,22.0,3,WO,22.0
477420223063,13,48,AO,35.0,1,AL,32.0
477420223063,13,45,AO,35.0,1,AL,32.0
477420223063,13,37,AO,35.0,1,AL,58.0
477420223063,13,47,AO,35.0,1,AL,58.0
477420223063,13,27,AO,35.0,1,AL,58.0
477420223063,13,52,AO,35.0,1,AL,58.0
477420223063,13,45,C2,25.0,1,ZZ,0.0
477420223063,13,39,AO,35.0,1,AL,58.0
477420223063,13,64,C2,25.0,1,ZZ,0.0
477420223063,13,44,OW,22.0,1,WO,22.0
477420223063,13,44,OW,22.0,1,WO,22.0
477420223071,13,48,C2,25.0,1,ZZ,0.0
477420223071,13,68,C2,25.0,1,ZZ,0.0
477420223077,43,34,AO,35.0,3,AL,32.0
477420223077,43,23,AO,35.0,3,AL,32.0
477420223077,43,25,C4,25.0,1,ZZ,0.0
477420223078,13,46,AO,35.0,1,AL,32.0
477420223078,13,39,AO,35.0,1,AL,32.0
477420223078,13,43,AO,35.0,1,AL,32.0
477420223078,13,21,OW,22.0,1,WO,22.0
477420223084,13,28,OW,22.0,1,WO,22.0
477420223097,13,58,OW,22.0,1,WO,22.0
477420223097,13,49,AO,35.0,1,AL,32.0
477420223097,13,58,OW,22.0,1,WO,22.0
477420223097,13,40,OW,22.0,1,WO,22.0
477420223097,13,41,OW,22.0,1,WO,22.0
477420223127,13,59,AO,35.0,1,AL,32.0
477420223127,13,54,AO,35.0,1,AL,95.0
477420223131,13,14,AO,35.0,1,AL,32.0
477420223131,13,45,AO,35.0,1,AL,32.0
477420223131,13,35,C2,25.0,1,ZZ,0.0
477420223131,13,48,AO,35.0,1,AL,32.0
477420223131,13,56,AO,35.0,1,AL,32.0
477420223131,13,68,AO,35.0,1,AL,32.0
477420223138,13,17,OW,22.0,1,WO,22.0
477420223138,13,21,D2,3.2,1,ZZ,0.0
477420223139,13,30,AO,35.0,1,AL,32.0
477420223139,13,34,OC,32.0,1,AL,32.0
477420223140,13,21,OW,22.0,1,WO,22.0
477420223140,13,24,OW,22.0,1,WO,22.0
477420223141,13,12,C2,25.0,1,ZZ,0.0
477420223143,13,44,C2,25.0,1,ZZ,0.0
477420223143,13,37,C2,25.0,1,ZZ,0.0
477420223143,13,13,C2,25.0,1,ZZ,0.0
477420223143,13,20,OW,22.0,1,WO,22.0
477420223144,13,45,AO,35.0,1,AL,32.0
477420223144,13,11,AO,35.0,1,AL,32.0
477420223144,13,37,AO,35.0,1,AL,32.0
477420223145,13,46,OW,22.0,1,WO,22.0
477420223150,13,32,C2,25.0,1,ZZ,0.0
477420223150,13,63,OW,22.0,1,AL,95.0
477420223150,13,19,OW,22.0,1,AL,58.0
477420223164,13,41,C2,25.0,1,ZZ,0.0
477420223165,13,33,D2,3.2,1,ZZ,0.0
477420223167,13,27,OW,22.0,1,WO,22.0
477420223185,13,12,OW,22.0,1,WO,22.0
477420223187,13,30,AO,35.0,1,AL,32.0
477420223187,13,36,AO,35.0,1,AL,58.0
477420223187,13,67,AO,35.0,1,AL,58.0
477420223187,13,34,AO,35.0,1,AL,58.0
477420223187,13,56,AO,35.0,1,AL,58.0
477420223188,13,58,C2,25.0,1,ZZ,0.0
477420223188,13,28,C2,25.0,1,ZZ,0.0
477420223189,13,33,AO,35.0,1,AL,32.0
477420223189,13,11,AO,35.0,1,AL,32.0
477420223190,13,11,D2,3.2,1,ZZ,0.0
477420223190,13,26,OW,22.0,1,AL,58.0
477420223191,13,30,C2,25.0,1,ZZ,0.0
477420223192,13,28,C2,25.0,1,ZZ,0.0
477420223192,13,32,C2,25.0,1,ZZ,0.0
477420223194,13,53,OW,22.0,1,WO,22.0
477420223195,13,48,AO,35.0,1,AL,32.0
477420223196,13,42,AO,35.0,1,AL,32.0
477420223196,13,41,AO,35.0,1,AL,32.0
477420223200,13,38,AO,35.0,1,AL,32.0
477420223224,13,50,AO,35.0,1,AL,58.0
477420223224,13,38,AO,35.0,1,AL,32.0
477420223224,13,23,C2,35.0,1,ZZ,0.0
477420223224,13,55,OW,60.0,1,AL,58.0
477420223224,13,10,OW,22.0,1,WO,22.0
477420223224,13,52,OW,100.0,1,AL,95.0
477420223224,13,53,AO,35.0,1,AL,32.0
477420223224,13,51,AO,35.0,1,AL,32.0
477420223224,13,34,AO,35.0,1,AL,32.0
477420223224,13,38,C2,25.0,1,ZZ,0.0
477420223225,13,24,AO,35.0,1,AL,32.0
477420223226,13,52,C2,25.0,1,ZZ,0.0
477420223230,43,37,OW,38.0,3,WO,38.0
